[2025-08-08 01:02:22,805][openai._base_client][INFO] - Retrying request to /chat/completions in 0.394642 seconds
[2025-08-08 01:03:39,303][openai._base_client][INFO] - Retrying request to /chat/completions in 0.472514 seconds
[2025-08-08 01:03:39,630][openai._base_client][INFO] - Retrying request to /chat/completions in 0.401333 seconds
[2025-08-08 01:03:39,958][openai._base_client][INFO] - Retrying request to /chat/completions in 0.473999 seconds
[2025-08-08 01:03:40,285][openai._base_client][INFO] - Retrying request to /chat/completions in 0.470330 seconds
[2025-08-08 01:03:40,612][openai._base_client][INFO] - Retrying request to /chat/completions in 0.436921 seconds
[2025-08-08 01:03:40,938][openai._base_client][INFO] - Retrying request to /chat/completions in 0.487966 seconds
[2025-08-08 01:03:41,264][openai._base_client][INFO] - Retrying request to /chat/completions in 0.395264 seconds
[2025-08-08 01:03:41,591][openai._base_client][INFO] - Retrying request to /chat/completions in 0.398698 seconds
[2025-08-08 01:03:41,918][openai._base_client][INFO] - Retrying request to /chat/completions in 0.432247 seconds
[2025-08-08 01:03:42,245][openai._base_client][INFO] - Retrying request to /chat/completions in 0.496187 seconds
[2025-08-08 01:03:42,572][openai._base_client][INFO] - Retrying request to /chat/completions in 0.403984 seconds
[2025-08-08 01:03:42,899][openai._base_client][INFO] - Retrying request to /chat/completions in 0.494556 seconds
[2025-08-08 01:03:43,226][openai._base_client][INFO] - Retrying request to /chat/completions in 0.386697 seconds
[2025-08-08 01:03:43,552][openai._base_client][INFO] - Retrying request to /chat/completions in 0.384723 seconds
[2025-08-08 01:03:43,879][openai._base_client][INFO] - Retrying request to /chat/completions in 0.470975 seconds
[2025-08-08 01:03:44,206][openai._base_client][INFO] - Retrying request to /chat/completions in 0.452194 seconds
[2025-08-08 01:03:44,533][openai._base_client][INFO] - Retrying request to /chat/completions in 0.408460 seconds
[2025-08-08 01:03:44,860][openai._base_client][INFO] - Retrying request to /chat/completions in 0.499728 seconds
[2025-08-08 01:03:45,188][openai._base_client][INFO] - Retrying request to /chat/completions in 0.465831 seconds
[2025-08-08 01:03:45,515][openai._base_client][INFO] - Retrying request to /chat/completions in 0.382931 seconds
[2025-08-08 01:03:45,841][openai._base_client][INFO] - Retrying request to /chat/completions in 0.494864 seconds
[2025-08-08 01:03:46,169][openai._base_client][INFO] - Retrying request to /chat/completions in 0.468228 seconds
[2025-08-08 01:03:46,495][openai._base_client][INFO] - Retrying request to /chat/completions in 0.481815 seconds
[2025-08-08 01:03:46,821][openai._base_client][INFO] - Retrying request to /chat/completions in 0.441861 seconds
[2025-08-08 01:03:47,151][openai._base_client][INFO] - Retrying request to /chat/completions in 0.387823 seconds
[2025-08-08 01:03:47,478][openai._base_client][INFO] - Retrying request to /chat/completions in 0.484378 seconds
[2025-08-08 01:03:47,806][openai._base_client][INFO] - Retrying request to /chat/completions in 0.463422 seconds
[2025-08-08 01:03:48,132][openai._base_client][INFO] - Retrying request to /chat/completions in 0.499536 seconds
[2025-08-08 01:03:48,630][openai._base_client][INFO] - Retrying request to /chat/completions in 0.491004 seconds
[2025-08-08 01:03:48,935][openai._base_client][INFO] - Retrying request to /chat/completions in 0.456754 seconds
[2025-08-08 01:03:49,240][openai._base_client][INFO] - Retrying request to /chat/completions in 0.464441 seconds
[2025-08-08 01:03:49,544][openai._base_client][INFO] - Retrying request to /chat/completions in 0.451256 seconds
[2025-08-08 01:03:49,847][openai._base_client][INFO] - Retrying request to /chat/completions in 0.458097 seconds
[2025-08-08 01:03:50,151][openai._base_client][INFO] - Retrying request to /chat/completions in 0.441227 seconds
[2025-08-08 01:03:50,455][openai._base_client][INFO] - Retrying request to /chat/completions in 0.473064 seconds
[2025-08-08 01:03:50,759][openai._base_client][INFO] - Retrying request to /chat/completions in 0.462476 seconds
[2025-08-08 01:03:51,063][openai._base_client][INFO] - Retrying request to /chat/completions in 0.386422 seconds
[2025-08-08 01:03:51,367][openai._base_client][INFO] - Retrying request to /chat/completions in 0.391104 seconds
[2025-08-08 01:03:51,671][openai._base_client][INFO] - Retrying request to /chat/completions in 0.448011 seconds
[2025-08-08 01:03:51,976][openai._base_client][INFO] - Retrying request to /chat/completions in 0.444330 seconds
[2025-08-08 01:03:52,282][openai._base_client][INFO] - Retrying request to /chat/completions in 0.498300 seconds
[2025-08-08 01:03:52,588][openai._base_client][INFO] - Retrying request to /chat/completions in 0.410448 seconds
[2025-08-08 01:03:52,894][openai._base_client][INFO] - Retrying request to /chat/completions in 0.448908 seconds
[2025-08-08 01:03:53,199][openai._base_client][INFO] - Retrying request to /chat/completions in 0.407991 seconds
[2025-08-08 01:03:53,504][openai._base_client][INFO] - Retrying request to /chat/completions in 0.460937 seconds
[2025-08-08 01:03:53,808][openai._base_client][INFO] - Retrying request to /chat/completions in 0.426189 seconds
[2025-08-08 01:03:54,114][openai._base_client][INFO] - Retrying request to /chat/completions in 0.410198 seconds
[2025-08-08 01:03:54,418][openai._base_client][INFO] - Retrying request to /chat/completions in 0.477115 seconds
[2025-08-08 01:03:54,723][openai._base_client][INFO] - Retrying request to /chat/completions in 0.448325 seconds
[2025-08-08 01:03:55,028][openai._base_client][INFO] - Retrying request to /chat/completions in 0.440696 seconds
[2025-08-08 01:03:55,335][openai._base_client][INFO] - Retrying request to /chat/completions in 0.487095 seconds
[2025-08-08 01:03:55,640][openai._base_client][INFO] - Retrying request to /chat/completions in 0.438079 seconds
[2025-08-08 01:03:55,943][openai._base_client][INFO] - Retrying request to /chat/completions in 0.424096 seconds
[2025-08-08 01:03:56,248][openai._base_client][INFO] - Retrying request to /chat/completions in 0.458115 seconds
[2025-08-08 01:03:56,553][openai._base_client][INFO] - Retrying request to /chat/completions in 0.429697 seconds
[2025-08-08 01:03:56,858][openai._base_client][INFO] - Retrying request to /chat/completions in 0.456702 seconds
[2025-08-08 01:03:57,164][openai._base_client][INFO] - Retrying request to /chat/completions in 0.486059 seconds
[2025-08-08 01:03:57,469][openai._base_client][INFO] - Retrying request to /chat/completions in 0.377629 seconds
[2025-08-08 01:03:57,773][openai._base_client][INFO] - Retrying request to /chat/completions in 0.387223 seconds
[2025-08-08 01:03:58,077][openai._base_client][INFO] - Retrying request to /chat/completions in 0.392000 seconds
[2025-08-08 01:03:58,382][openai._base_client][INFO] - Retrying request to /chat/completions in 0.421796 seconds
[2025-08-08 01:03:58,687][openai._base_client][INFO] - Retrying request to /chat/completions in 0.415002 seconds
[2025-08-08 01:03:58,991][openai._base_client][INFO] - Retrying request to /chat/completions in 0.459067 seconds
[2025-08-08 01:03:59,297][openai._base_client][INFO] - Retrying request to /chat/completions in 0.479883 seconds
[2025-08-08 01:03:59,603][openai._base_client][INFO] - Retrying request to /chat/completions in 0.425716 seconds
[2025-08-08 01:03:59,907][openai._base_client][INFO] - Retrying request to /chat/completions in 0.421949 seconds
[2025-08-08 01:04:00,212][openai._base_client][INFO] - Retrying request to /chat/completions in 0.457467 seconds
[2025-08-08 01:04:00,517][openai._base_client][INFO] - Retrying request to /chat/completions in 0.413396 seconds
[2025-08-08 01:04:00,822][openai._base_client][INFO] - Retrying request to /chat/completions in 0.456390 seconds
[2025-08-08 01:04:01,130][openai._base_client][INFO] - Retrying request to /chat/completions in 0.470492 seconds
[2025-08-08 01:04:01,435][openai._base_client][INFO] - Retrying request to /chat/completions in 0.498802 seconds
[2025-08-08 01:04:01,740][openai._base_client][INFO] - Retrying request to /chat/completions in 0.428965 seconds
[2025-08-08 01:04:02,045][openai._base_client][INFO] - Retrying request to /chat/completions in 0.420710 seconds
[2025-08-08 01:04:02,351][openai._base_client][INFO] - Retrying request to /chat/completions in 0.492866 seconds
[2025-08-08 01:04:02,656][openai._base_client][INFO] - Retrying request to /chat/completions in 0.414873 seconds
[2025-08-08 01:04:02,960][openai._base_client][INFO] - Retrying request to /chat/completions in 0.494986 seconds
[2025-08-08 01:04:03,266][openai._base_client][INFO] - Retrying request to /chat/completions in 0.390135 seconds
[2025-08-08 01:04:03,570][openai._base_client][INFO] - Retrying request to /chat/completions in 0.429893 seconds
[2025-08-08 01:04:03,874][openai._base_client][INFO] - Retrying request to /chat/completions in 0.423889 seconds
[2025-08-08 01:04:04,178][openai._base_client][INFO] - Retrying request to /chat/completions in 0.485992 seconds
[2025-08-08 01:04:04,483][openai._base_client][INFO] - Retrying request to /chat/completions in 0.465032 seconds
[2025-08-08 01:04:04,786][openai._base_client][INFO] - Retrying request to /chat/completions in 0.392158 seconds
[2025-08-08 01:04:05,092][openai._base_client][INFO] - Retrying request to /chat/completions in 0.476599 seconds
[2025-08-08 01:04:34,199][openai._base_client][INFO] - Retrying request to /chat/completions in 0.444096 seconds
[2025-08-08 01:04:34,345][openai._base_client][INFO] - Retrying request to /chat/completions in 0.486566 seconds
[2025-08-08 01:04:34,490][openai._base_client][INFO] - Retrying request to /chat/completions in 0.494495 seconds
[2025-08-08 01:04:34,635][openai._base_client][INFO] - Retrying request to /chat/completions in 0.493662 seconds
[2025-08-08 01:04:34,780][openai._base_client][INFO] - Retrying request to /chat/completions in 0.483754 seconds
[2025-08-08 01:04:34,927][openai._base_client][INFO] - Retrying request to /chat/completions in 0.422353 seconds
[2025-08-08 01:04:35,072][openai._base_client][INFO] - Retrying request to /chat/completions in 0.474603 seconds
[2025-08-08 01:04:35,218][openai._base_client][INFO] - Retrying request to /chat/completions in 0.402168 seconds
[2025-08-08 01:04:35,364][openai._base_client][INFO] - Retrying request to /chat/completions in 0.407187 seconds
[2025-08-08 01:04:35,509][openai._base_client][INFO] - Retrying request to /chat/completions in 0.394500 seconds
[2025-08-08 01:04:35,654][openai._base_client][INFO] - Retrying request to /chat/completions in 0.497302 seconds
[2025-08-08 01:04:35,799][openai._base_client][INFO] - Retrying request to /chat/completions in 0.481956 seconds
[2025-08-08 01:04:35,944][openai._base_client][INFO] - Retrying request to /chat/completions in 0.475677 seconds
[2025-08-08 01:04:36,089][openai._base_client][INFO] - Retrying request to /chat/completions in 0.421397 seconds
[2025-08-08 01:04:36,235][openai._base_client][INFO] - Retrying request to /chat/completions in 0.405718 seconds
[2025-08-08 01:04:36,380][openai._base_client][INFO] - Retrying request to /chat/completions in 0.451597 seconds
[2025-08-08 01:04:36,525][openai._base_client][INFO] - Retrying request to /chat/completions in 0.494015 seconds
[2025-08-08 01:04:36,670][openai._base_client][INFO] - Retrying request to /chat/completions in 0.477853 seconds
[2025-08-08 01:04:36,815][openai._base_client][INFO] - Retrying request to /chat/completions in 0.462334 seconds
[2025-08-08 01:04:36,960][openai._base_client][INFO] - Retrying request to /chat/completions in 0.449879 seconds
[2025-08-08 01:04:37,106][openai._base_client][INFO] - Retrying request to /chat/completions in 0.458042 seconds
[2025-08-08 01:04:37,251][openai._base_client][INFO] - Retrying request to /chat/completions in 0.435726 seconds
[2025-08-08 01:04:37,395][openai._base_client][INFO] - Retrying request to /chat/completions in 0.481654 seconds
[2025-08-08 01:04:37,539][openai._base_client][INFO] - Retrying request to /chat/completions in 0.431865 seconds
[2025-08-08 01:04:37,684][openai._base_client][INFO] - Retrying request to /chat/completions in 0.439931 seconds
[2025-08-08 01:04:37,829][openai._base_client][INFO] - Retrying request to /chat/completions in 0.444578 seconds
[2025-08-08 01:04:37,974][openai._base_client][INFO] - Retrying request to /chat/completions in 0.478780 seconds
[2025-08-08 01:04:38,119][openai._base_client][INFO] - Retrying request to /chat/completions in 0.440560 seconds
[2025-08-08 01:04:38,264][openai._base_client][INFO] - Retrying request to /chat/completions in 0.499509 seconds
[2025-08-08 01:04:38,408][openai._base_client][INFO] - Retrying request to /chat/completions in 0.431771 seconds
[2025-08-08 01:04:38,553][openai._base_client][INFO] - Retrying request to /chat/completions in 0.428916 seconds
[2025-08-08 01:04:38,698][openai._base_client][INFO] - Retrying request to /chat/completions in 0.487253 seconds
[2025-08-08 01:04:38,843][openai._base_client][INFO] - Retrying request to /chat/completions in 0.381205 seconds
[2025-08-08 01:04:38,988][openai._base_client][INFO] - Retrying request to /chat/completions in 0.378275 seconds
[2025-08-08 01:04:39,133][openai._base_client][INFO] - Retrying request to /chat/completions in 0.492260 seconds
[2025-08-08 01:04:39,278][openai._base_client][INFO] - Retrying request to /chat/completions in 0.457982 seconds
[2025-08-08 01:04:39,423][openai._base_client][INFO] - Retrying request to /chat/completions in 0.493266 seconds
[2025-08-08 01:04:39,568][openai._base_client][INFO] - Retrying request to /chat/completions in 0.420140 seconds
[2025-08-08 01:04:39,713][openai._base_client][INFO] - Retrying request to /chat/completions in 0.479263 seconds
[2025-08-08 01:04:39,859][openai._base_client][INFO] - Retrying request to /chat/completions in 0.471490 seconds
[2025-08-08 01:04:40,006][openai._base_client][INFO] - Retrying request to /chat/completions in 0.386649 seconds
[2025-08-08 01:04:40,151][openai._base_client][INFO] - Retrying request to /chat/completions in 0.395293 seconds
[2025-08-08 01:04:40,296][openai._base_client][INFO] - Retrying request to /chat/completions in 0.476730 seconds
[2025-08-08 01:04:40,441][openai._base_client][INFO] - Retrying request to /chat/completions in 0.430668 seconds
[2025-08-08 01:04:40,586][openai._base_client][INFO] - Retrying request to /chat/completions in 0.413853 seconds
[2025-08-08 01:04:40,731][openai._base_client][INFO] - Retrying request to /chat/completions in 0.406491 seconds
[2025-08-08 01:04:40,876][openai._base_client][INFO] - Retrying request to /chat/completions in 0.487590 seconds
[2025-08-08 01:04:41,022][openai._base_client][INFO] - Retrying request to /chat/completions in 0.413425 seconds
[2025-08-08 01:04:41,168][openai._base_client][INFO] - Retrying request to /chat/completions in 0.485122 seconds
[2025-08-08 01:04:41,313][openai._base_client][INFO] - Retrying request to /chat/completions in 0.396935 seconds
[2025-08-08 01:04:41,458][openai._base_client][INFO] - Retrying request to /chat/completions in 0.397413 seconds
[2025-08-08 01:04:41,603][openai._base_client][INFO] - Retrying request to /chat/completions in 0.456408 seconds
[2025-08-08 01:04:41,748][openai._base_client][INFO] - Retrying request to /chat/completions in 0.495826 seconds
[2025-08-08 01:04:41,892][openai._base_client][INFO] - Retrying request to /chat/completions in 0.468133 seconds
[2025-08-08 01:04:42,037][openai._base_client][INFO] - Retrying request to /chat/completions in 0.447120 seconds
[2025-08-08 01:04:42,181][openai._base_client][INFO] - Retrying request to /chat/completions in 0.449974 seconds
[2025-08-08 01:04:42,327][openai._base_client][INFO] - Retrying request to /chat/completions in 0.481473 seconds
[2025-08-08 01:04:42,472][openai._base_client][INFO] - Retrying request to /chat/completions in 0.468831 seconds
[2025-08-08 01:04:42,617][openai._base_client][INFO] - Retrying request to /chat/completions in 0.459791 seconds
[2025-08-08 01:04:42,762][openai._base_client][INFO] - Retrying request to /chat/completions in 0.451698 seconds
[2025-08-08 01:04:42,907][openai._base_client][INFO] - Retrying request to /chat/completions in 0.499925 seconds
[2025-08-08 01:04:43,052][openai._base_client][INFO] - Retrying request to /chat/completions in 0.487284 seconds
[2025-08-08 01:04:43,197][openai._base_client][INFO] - Retrying request to /chat/completions in 0.467995 seconds
[2025-08-08 01:04:43,343][openai._base_client][INFO] - Retrying request to /chat/completions in 0.454849 seconds
[2025-08-08 01:04:43,488][openai._base_client][INFO] - Retrying request to /chat/completions in 0.427142 seconds
[2025-08-08 01:04:43,632][openai._base_client][INFO] - Retrying request to /chat/completions in 0.398123 seconds
[2025-08-08 01:04:43,776][openai._base_client][INFO] - Retrying request to /chat/completions in 0.483649 seconds
[2025-08-08 01:04:43,921][openai._base_client][INFO] - Retrying request to /chat/completions in 0.389995 seconds
[2025-08-08 01:04:44,066][openai._base_client][INFO] - Retrying request to /chat/completions in 0.381085 seconds
[2025-08-08 01:04:44,210][openai._base_client][INFO] - Retrying request to /chat/completions in 0.429888 seconds
[2025-08-08 01:04:44,356][openai._base_client][INFO] - Retrying request to /chat/completions in 0.425946 seconds
[2025-08-08 01:04:44,502][openai._base_client][INFO] - Retrying request to /chat/completions in 0.422853 seconds
[2025-08-08 01:04:44,648][openai._base_client][INFO] - Retrying request to /chat/completions in 0.492570 seconds
[2025-08-08 01:04:44,794][openai._base_client][INFO] - Retrying request to /chat/completions in 0.486830 seconds
[2025-08-08 01:04:44,941][openai._base_client][INFO] - Retrying request to /chat/completions in 0.406441 seconds
[2025-08-08 01:04:45,086][openai._base_client][INFO] - Retrying request to /chat/completions in 0.447954 seconds
[2025-08-08 01:04:45,230][openai._base_client][INFO] - Retrying request to /chat/completions in 0.432912 seconds
[2025-08-08 01:04:45,375][openai._base_client][INFO] - Retrying request to /chat/completions in 0.387815 seconds
[2025-08-08 01:04:45,519][openai._base_client][INFO] - Retrying request to /chat/completions in 0.416526 seconds
[2025-08-08 01:04:45,665][openai._base_client][INFO] - Retrying request to /chat/completions in 0.383664 seconds
[2025-08-08 01:04:45,811][openai._base_client][INFO] - Retrying request to /chat/completions in 0.463064 seconds
[2025-08-08 01:04:45,956][openai._base_client][INFO] - Retrying request to /chat/completions in 0.385474 seconds
[2025-08-08 01:04:46,103][openai._base_client][INFO] - Retrying request to /chat/completions in 0.436751 seconds
[2025-08-08 01:04:46,248][openai._base_client][INFO] - Retrying request to /chat/completions in 0.468102 seconds
[2025-08-08 01:04:46,394][openai._base_client][INFO] - Retrying request to /chat/completions in 0.413407 seconds
[2025-08-08 01:04:46,539][openai._base_client][INFO] - Retrying request to /chat/completions in 0.466586 seconds
[2025-08-08 01:04:46,684][openai._base_client][INFO] - Retrying request to /chat/completions in 0.447561 seconds
[2025-08-08 01:04:46,830][openai._base_client][INFO] - Retrying request to /chat/completions in 0.497971 seconds
[2025-08-08 01:04:46,977][openai._base_client][INFO] - Retrying request to /chat/completions in 0.394989 seconds
[2025-08-08 01:04:47,122][openai._base_client][INFO] - Retrying request to /chat/completions in 0.479339 seconds
[2025-08-08 01:04:47,267][openai._base_client][INFO] - Retrying request to /chat/completions in 0.431554 seconds
[2025-08-08 01:04:47,412][openai._base_client][INFO] - Retrying request to /chat/completions in 0.485015 seconds
[2025-08-08 01:04:47,559][openai._base_client][INFO] - Retrying request to /chat/completions in 0.480283 seconds
[2025-08-08 01:04:47,705][openai._base_client][INFO] - Retrying request to /chat/completions in 0.389513 seconds
[2025-08-08 01:04:47,851][openai._base_client][INFO] - Retrying request to /chat/completions in 0.410501 seconds
[2025-08-08 01:04:47,998][openai._base_client][INFO] - Retrying request to /chat/completions in 0.443558 seconds
[2025-08-08 01:04:48,144][openai._base_client][INFO] - Retrying request to /chat/completions in 0.414096 seconds
[2025-08-08 01:04:48,290][openai._base_client][INFO] - Retrying request to /chat/completions in 0.454766 seconds
[2025-08-08 01:04:48,435][openai._base_client][INFO] - Retrying request to /chat/completions in 0.452754 seconds
[2025-08-08 01:04:48,580][openai._base_client][INFO] - Retrying request to /chat/completions in 0.490287 seconds
[2025-08-08 01:04:48,725][openai._base_client][INFO] - Retrying request to /chat/completions in 0.393393 seconds
[2025-08-08 01:04:48,870][openai._base_client][INFO] - Retrying request to /chat/completions in 0.496055 seconds
[2025-08-08 01:04:49,015][openai._base_client][INFO] - Retrying request to /chat/completions in 0.499588 seconds
[2025-08-08 01:04:49,161][openai._base_client][INFO] - Retrying request to /chat/completions in 0.466491 seconds
[2025-08-08 01:04:49,307][openai._base_client][INFO] - Retrying request to /chat/completions in 0.424677 seconds
[2025-08-08 01:04:49,452][openai._base_client][INFO] - Retrying request to /chat/completions in 0.499581 seconds
[2025-08-08 01:04:49,598][openai._base_client][INFO] - Retrying request to /chat/completions in 0.458858 seconds
[2025-08-08 01:04:49,744][openai._base_client][INFO] - Retrying request to /chat/completions in 0.485741 seconds
[2025-08-08 01:04:49,889][openai._base_client][INFO] - Retrying request to /chat/completions in 0.386713 seconds
[2025-08-08 01:04:50,035][openai._base_client][INFO] - Retrying request to /chat/completions in 0.472441 seconds
[2025-08-08 01:04:50,181][openai._base_client][INFO] - Retrying request to /chat/completions in 0.488479 seconds
[2025-08-08 01:04:50,325][openai._base_client][INFO] - Retrying request to /chat/completions in 0.476245 seconds
[2025-08-08 01:04:50,469][openai._base_client][INFO] - Retrying request to /chat/completions in 0.449724 seconds
[2025-08-08 01:04:50,615][openai._base_client][INFO] - Retrying request to /chat/completions in 0.488431 seconds
[2025-08-08 01:04:50,759][openai._base_client][INFO] - Retrying request to /chat/completions in 0.411450 seconds
[2025-08-08 01:04:50,904][openai._base_client][INFO] - Retrying request to /chat/completions in 0.403227 seconds
[2025-08-08 01:04:51,049][openai._base_client][INFO] - Retrying request to /chat/completions in 0.410340 seconds
[2025-08-08 01:04:51,195][openai._base_client][INFO] - Retrying request to /chat/completions in 0.477581 seconds
[2025-08-08 01:04:51,340][openai._base_client][INFO] - Retrying request to /chat/completions in 0.492561 seconds
[2025-08-08 01:04:51,485][openai._base_client][INFO] - Retrying request to /chat/completions in 0.487271 seconds
[2025-08-08 01:04:51,630][openai._base_client][INFO] - Retrying request to /chat/completions in 0.442357 seconds
[2025-08-08 01:04:51,775][openai._base_client][INFO] - Retrying request to /chat/completions in 0.489373 seconds
[2025-08-08 01:04:51,921][openai._base_client][INFO] - Retrying request to /chat/completions in 0.440032 seconds
[2025-08-08 01:04:52,066][openai._base_client][INFO] - Retrying request to /chat/completions in 0.452484 seconds
[2025-08-08 01:04:52,211][openai._base_client][INFO] - Retrying request to /chat/completions in 0.377506 seconds
[2025-08-08 01:04:52,357][openai._base_client][INFO] - Retrying request to /chat/completions in 0.388233 seconds
[2025-08-08 01:04:52,502][openai._base_client][INFO] - Retrying request to /chat/completions in 0.493324 seconds
[2025-08-08 01:04:52,648][openai._base_client][INFO] - Retrying request to /chat/completions in 0.387755 seconds
[2025-08-08 01:04:52,793][openai._base_client][INFO] - Retrying request to /chat/completions in 0.382376 seconds
[2025-08-08 01:04:52,938][openai._base_client][INFO] - Retrying request to /chat/completions in 0.423856 seconds
[2025-08-08 01:04:53,084][openai._base_client][INFO] - Retrying request to /chat/completions in 0.379262 seconds
[2025-08-08 01:04:53,230][openai._base_client][INFO] - Retrying request to /chat/completions in 0.451211 seconds
[2025-08-08 01:04:53,374][openai._base_client][INFO] - Retrying request to /chat/completions in 0.449134 seconds
[2025-08-08 01:04:53,519][openai._base_client][INFO] - Retrying request to /chat/completions in 0.483636 seconds
[2025-08-08 01:04:53,665][openai._base_client][INFO] - Retrying request to /chat/completions in 0.440400 seconds
[2025-08-08 01:04:53,810][openai._base_client][INFO] - Retrying request to /chat/completions in 0.499010 seconds
[2025-08-08 01:04:53,956][openai._base_client][INFO] - Retrying request to /chat/completions in 0.495399 seconds
[2025-08-08 01:04:54,099][openai._base_client][INFO] - Retrying request to /chat/completions in 0.412187 seconds
[2025-08-08 01:04:54,244][openai._base_client][INFO] - Retrying request to /chat/completions in 0.380434 seconds
[2025-08-08 01:04:54,390][openai._base_client][INFO] - Retrying request to /chat/completions in 0.469454 seconds
[2025-08-08 01:04:54,535][openai._base_client][INFO] - Retrying request to /chat/completions in 0.439752 seconds
[2025-08-08 01:04:54,679][openai._base_client][INFO] - Retrying request to /chat/completions in 0.453880 seconds
[2025-08-08 01:04:54,824][openai._base_client][INFO] - Retrying request to /chat/completions in 0.453259 seconds
[2025-08-08 01:04:54,969][openai._base_client][INFO] - Retrying request to /chat/completions in 0.464403 seconds
[2025-08-08 01:04:55,114][openai._base_client][INFO] - Retrying request to /chat/completions in 0.495910 seconds
[2025-08-08 01:04:55,259][openai._base_client][INFO] - Retrying request to /chat/completions in 0.408328 seconds
[2025-08-08 01:04:55,404][openai._base_client][INFO] - Retrying request to /chat/completions in 0.493473 seconds
[2025-08-08 01:04:55,549][openai._base_client][INFO] - Retrying request to /chat/completions in 0.475539 seconds
[2025-08-08 01:04:55,693][openai._base_client][INFO] - Retrying request to /chat/completions in 0.437838 seconds
[2025-08-08 01:04:55,838][openai._base_client][INFO] - Retrying request to /chat/completions in 0.381156 seconds
[2025-08-08 01:04:55,984][openai._base_client][INFO] - Retrying request to /chat/completions in 0.418657 seconds
[2025-08-08 01:04:56,129][openai._base_client][INFO] - Retrying request to /chat/completions in 0.417430 seconds
[2025-08-08 01:04:56,275][openai._base_client][INFO] - Retrying request to /chat/completions in 0.495935 seconds
[2025-08-08 01:04:56,419][openai._base_client][INFO] - Retrying request to /chat/completions in 0.459097 seconds
[2025-08-08 01:04:56,565][openai._base_client][INFO] - Retrying request to /chat/completions in 0.406127 seconds
[2025-08-08 01:04:56,711][openai._base_client][INFO] - Retrying request to /chat/completions in 0.494145 seconds
[2025-08-08 01:04:56,855][openai._base_client][INFO] - Retrying request to /chat/completions in 0.376028 seconds
[2025-08-08 01:04:57,000][openai._base_client][INFO] - Retrying request to /chat/completions in 0.463756 seconds
[2025-08-08 01:04:57,145][openai._base_client][INFO] - Retrying request to /chat/completions in 0.382164 seconds
[2025-08-08 01:04:57,290][openai._base_client][INFO] - Retrying request to /chat/completions in 0.412651 seconds
[2025-08-08 01:04:57,435][openai._base_client][INFO] - Retrying request to /chat/completions in 0.403592 seconds
[2025-08-08 01:04:57,580][openai._base_client][INFO] - Retrying request to /chat/completions in 0.393102 seconds
[2025-08-08 01:04:57,724][openai._base_client][INFO] - Retrying request to /chat/completions in 0.460103 seconds
[2025-08-08 01:04:57,869][openai._base_client][INFO] - Retrying request to /chat/completions in 0.462444 seconds
[2025-08-08 01:04:58,015][openai._base_client][INFO] - Retrying request to /chat/completions in 0.434257 seconds
[2025-08-08 01:04:58,159][openai._base_client][INFO] - Retrying request to /chat/completions in 0.433199 seconds
[2025-08-08 01:04:58,304][openai._base_client][INFO] - Retrying request to /chat/completions in 0.402918 seconds
[2025-08-08 01:04:58,450][openai._base_client][INFO] - Retrying request to /chat/completions in 0.376189 seconds
[2025-08-08 01:04:58,594][openai._base_client][INFO] - Retrying request to /chat/completions in 0.397065 seconds
[2025-08-08 01:04:58,740][openai._base_client][INFO] - Retrying request to /chat/completions in 0.472913 seconds
[2025-08-08 01:04:58,884][openai._base_client][INFO] - Retrying request to /chat/completions in 0.415058 seconds
[2025-08-08 01:04:59,030][openai._base_client][INFO] - Retrying request to /chat/completions in 0.382772 seconds
[2025-08-08 01:04:59,175][openai._base_client][INFO] - Retrying request to /chat/completions in 0.417838 seconds
[2025-08-08 01:04:59,319][openai._base_client][INFO] - Retrying request to /chat/completions in 0.404558 seconds
[2025-08-08 01:04:59,464][openai._base_client][INFO] - Retrying request to /chat/completions in 0.393405 seconds
[2025-08-08 01:04:59,608][openai._base_client][INFO] - Retrying request to /chat/completions in 0.429160 seconds
[2025-08-08 01:04:59,753][openai._base_client][INFO] - Retrying request to /chat/completions in 0.429539 seconds
[2025-08-08 01:04:59,898][openai._base_client][INFO] - Retrying request to /chat/completions in 0.458120 seconds
[2025-08-08 01:05:00,043][openai._base_client][INFO] - Retrying request to /chat/completions in 0.416752 seconds
[2025-08-08 01:05:00,189][openai._base_client][INFO] - Retrying request to /chat/completions in 0.481016 seconds
[2025-08-08 01:05:00,334][openai._base_client][INFO] - Retrying request to /chat/completions in 0.400754 seconds
[2025-08-08 01:05:00,479][openai._base_client][INFO] - Retrying request to /chat/completions in 0.439676 seconds
[2025-08-08 01:05:00,623][openai._base_client][INFO] - Retrying request to /chat/completions in 0.400123 seconds
[2025-08-08 01:05:00,768][openai._base_client][INFO] - Retrying request to /chat/completions in 0.381323 seconds
[2025-08-08 01:05:00,913][openai._base_client][INFO] - Retrying request to /chat/completions in 0.446598 seconds
[2025-08-08 01:05:01,058][openai._base_client][INFO] - Retrying request to /chat/completions in 0.401908 seconds
[2025-08-08 01:05:01,203][openai._base_client][INFO] - Retrying request to /chat/completions in 0.399506 seconds
[2025-08-08 01:05:01,347][openai._base_client][INFO] - Retrying request to /chat/completions in 0.449904 seconds
[2025-08-08 01:05:01,492][openai._base_client][INFO] - Retrying request to /chat/completions in 0.463741 seconds
[2025-08-08 01:05:01,638][openai._base_client][INFO] - Retrying request to /chat/completions in 0.379370 seconds
